id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
1155,10th Grade,Female,Black,2.33,Yes,No,Not Applicable,Spanish,0,0,0,8
1156,1st Grade,Male,White,3,No,Yes,Other,English,0,0,0,1
1157,5th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,4
1158,11th Grade,Male,White,2.67,Yes,Yes,Specific Learning Disability,Chinese,0,0,0,7
1159,9th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,2,2
1160,12th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
1161,3rd Grade,Female,White,1.67,Yes,No,Not Applicable,English,0,0,0,4
1162,8th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,35
1163,2nd Grade,Female,White,2,Yes,No,Not Applicable,Chinese,1,1,1,2
1164,1st Grade,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,,,,8
1165,10th Grade,Male,Native,2.33,No,No,Not Applicable,Spanish,0,0,0,8
1166,4th Grade,Male,White,2.33,Yes,Yes,Specific Learning Disability,Other,0,0,0,19
1167,3rd Grade,Female,Black,3,No,No,Not Applicable,Spanish,0,0,0,5
1168,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,1,1,3,2
1169,Pre-K,Male,Asian,3.33,Yes,No,Not Applicable,Spanish,0,0,0,19
1170,10th Grade,Female,Asian,3.33,No,No,Not Applicable,English,0,0,0,10
1171,Kindergarten,Female,White,2.67,Yes,Yes,Developmental Delay,English,0,0,0,5
1172,8th Grade,Female,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,5
1173,10th Grade,Male,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,7
1174,1st Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,7
1175,6th Grade,Female,White,1.67,No,No,Not Applicable,English,0,0,0,9
1176,6th Grade,Female,White,2.33,No,Yes,Other,Spanish,0,0,0,6
1177,7th Grade,Female,White,3,Yes,Yes,Specific Learning Disability,English,8,5,2,6
1178,Kindergarten,Female,White,2,No,No,Not Applicable,English,0,0,0,4
1179,3rd Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,23
1180,9th Grade,Male,White,4,Yes,No,Not Applicable,English,0,0,0,9
1181,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
1182,Kindergarten,Female,White,1.67,No,No,Not Applicable,English,0,0,0,8
1183,Kindergarten,Male,White,2.33,No,No,Not Applicable,English,0,0,0,2
1184,8th Grade,Other,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,1
1185,9th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,8
1186,8th Grade,Female,Black,3,Yes,No,Not Applicable,Spanish,0,0,0,2
1187,12th Grade,Female,White,3,No,Yes,Speech/Language Impairments,Spanish,0,0,1,6
1188,8th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
1189,Pre-K,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,1
1190,2nd Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,20
1191,3rd Grade,Female,Hispanic,3.67,No,No,Not Applicable,English,0,0,0,6
1192,2nd Grade,Female,White,2,No,Yes,Specific Learning Disability,English,0,0,0,30
1193,Kindergarten,Female,White,2.67,Yes,Yes,Specific Learning Disability,English,0,0,0,22
1194,8th Grade,Female,Black,2,Yes,No,Not Applicable,Other,0,0,0,2
1195,10th Grade,Female,Hispanic,2.33,No,No,Not Applicable,English,,,,13
1196,Pre-K,Male,White,2,No,No,Not Applicable,English,4,3,2,3
1197,7th Grade,Male,Hispanic,3.33,No,Yes,Speech/Language Impairments,Other,0,0,0,6
1198,1st Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,15
1199,3rd Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,3
1200,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,16
1201,6th Grade,Male,Multi-racial,3.33,No,No,Not Applicable,Spanish,0,0,0,6
1202,2nd Grade,Male,White,2.67,Yes,No,Not Applicable,Other,1,1,1,7
1203,10th Grade,Female,Asian,2.33,Yes,No,Not Applicable,English,0,0,0,10
1204,7th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,5
1205,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,10
1206,10th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,6
1207,Pre-K,Female,Hispanic,3.33,Yes,No,Not Applicable,Spanish,0,0,0,10
1208,4th Grade,Male,Black,2,No,No,Not Applicable,English,0,0,0,2
1209,2nd Grade,Male,White,3,No,No,Not Applicable,English,18,10,6,5
1210,1st Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,5
1211,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
1212,3rd Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,7
1213,4th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,9
1214,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,6
1215,2nd Grade,Male,,3,No,No,Not Applicable,English,0,0,0,3
1216,Pre-K,Female,Black,2.67,No,No,Not Applicable,Other,0,0,0,4
1217,Kindergarten,Female,Multi-racial,3,Yes,No,Not Applicable,Spanish,0,0,0,21
1218,5th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
1219,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,5
1220,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
1221,1st Grade,Female,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,2
1222,4th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,4
1223,9th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,11
1224,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,18
1225,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
1226,7th Grade,Female,,2.33,No,No,Not Applicable,Other,0,0,0,15
1227,4th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
1228,3rd Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,6
1229,12th Grade,Male,White,2,Yes,No,Not Applicable,Other,0,0,0,6
1230,12th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,,,,13
1231,2nd Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,6
1232,3rd Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,6
1233,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,6
1234,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,12
1235,7th Grade,Female,White,2.33,Yes,Yes,Specific Learning Disability,English,0,0,0,5
1236,6th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,17
1237,5th Grade,Male,Multi-racial,3.67,Yes,No,Not Applicable,English,0,0,0,5
1238,9th Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,23
1239,8th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,8
1240,2nd Grade,Female,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,2
1241,10th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,8
1242,8th Grade,Female,Hispanic,2.67,Yes,Yes,Autism,Spanish,0,0,0,3
1243,2nd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,11
1244,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,2,4
1245,Kindergarten,Female,White,3,Yes,Yes,Other,English,0,0,0,7
1246,3rd Grade,Male,Black,2.67,No,Yes,Autism,English,0,0,0,2
1247,4th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,2,4
1248,10th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,5
1249,9th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,2
1250,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,8
1251,Pre-K,Male,White,3,No,No,Not Applicable,Spanish,,,,4
1252,Pre-K,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,1
1253,7th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,,,,2
1254,2nd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
1255,5th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,10
1256,1st Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,17
1257,1st Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,5
1258,4th Grade,Female,White,3,Yes,No,Not Applicable,English,5,4,5,4
1259,Kindergarten,Male,White,3,No,No,Not Applicable,Other,0,0,1,28
1260,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
1261,3rd Grade,Female,Black,3.33,No,No,Not Applicable,Spanish,0,0,0,1
1262,11th Grade,Female,White,3.33,No,No,Not Applicable,Other,6,3,1,3
1263,Pre-K,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
1264,1st Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
1265,7th Grade,Male,Asian,3,No,No,Not Applicable,English,0,0,1,11
1266,1st Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
1267,3rd Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,7
1268,Kindergarten,Male,White,3,No,No,Not Applicable,English,0,0,0,16
1269,1st Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,5
1270,6th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,5
1271,8th Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,10
1272,10th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,9
1273,2nd Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,1
1274,11th Grade,Female,White,2.67,Yes,Yes,Specific Learning Disability,English,0,0,0,6
1275,8th Grade,Male,Asian,2.33,Yes,No,Not Applicable,Other,0,0,0,21
1276,3rd Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,14
1277,4th Grade,Male,Hispanic,2.33,No,No,Not Applicable,Spanish,0,0,0,3
1278,10th Grade,Female,White,2,Yes,Yes,Other,English,0,0,0,17
1279,2nd Grade,Male,White,2.33,No,No,Not Applicable,Spanish,0,0,0,7
1280,Kindergarten,Male,Black,2.67,Yes,No,Not Applicable,English,3,11,8,4
1281,Pre-K,Female,White,3,Yes,No,Not Applicable,Vietnamese,0,0,1,42
1282,12th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
1283,9th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,11
1284,2nd Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,5
1285,12th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,3
1286,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
1287,10th Grade,Male,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,2
1288,3rd Grade,Female,White,3,No,Yes,Other,English,0,0,0,9
1289,7th Grade,Male,White,2.67,No,No,Not Applicable,English,,,,8
1290,4th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,4
1291,8th Grade,Female,Multi-racial,2.33,No,No,Not Applicable,English,0,0,0,7
1292,10th Grade,Female,White,2.67,Yes,No,Not Applicable,Other,0,0,0,56
1293,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
1294,9th Grade,Female,White,2.67,No,No,Not Applicable,Vietnamese,0,0,1,16
1295,Kindergarten,Male,White,2.67,No,Yes,Developmental Delay,English,0,0,0,6
1296,4th Grade,Female,Black,3,Yes,No,Not Applicable,Other,19,16,9,9
1297,11th Grade,,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,1
1298,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
1299,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,24
1300,2nd Grade,Male,Black,2.67,Yes,No,Not Applicable,Chinese,0,0,0,4
1301,10th Grade,Male,White,2.33,No,No,Not Applicable,Other,0,0,0,6
1302,6th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,17
1303,8th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,7
1304,4th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,10
1305,Kindergarten,Female,White,2.33,Yes,Yes,Other,Spanish,0,0,0,6
1306,11th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
1307,5th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,2,12
1308,3rd Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
1309,8th Grade,Female,Black,2.67,Yes,Yes,Autism,English,,,,4
1310,Pre-K,Female,White,3.33,No,No,Not Applicable,English,0,0,0,2
1311,1st Grade,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,5
1312,1st Grade,Other,White,3,No,No,Not Applicable,English,0,0,0,8
1313,2nd Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,4
1314,9th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,1,1,1,9
1315,9th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,27
1316,2nd Grade,Male,White,2.67,Yes,No,Not Applicable,English,1,1,3,10
1317,9th Grade,Male,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,3
1318,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,51
1319,2nd Grade,Female,Black,2.33,No,Yes,Speech/Language Impairments,Spanish,0,0,0,8
1320,12th Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,10
1321,4th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,23
1322,2nd Grade,Female,White,3,No,Yes,Specific Learning Disability,English,0,0,0,8
1323,1st Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,10
1324,8th Grade,Female,Black,2,Yes,No,Not Applicable,English,0,0,0,8
1325,10th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,2
1326,6th Grade,Male,White,2.33,Yes,Yes,Speech/Language Impairments,English,,,,7
1327,2nd Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,8
1328,4th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,5
1329,Kindergarten,Female,Native,2.33,No,No,Not Applicable,English,0,0,0,6
1330,9th Grade,Female,White,2,No,No,Not Applicable,Other,1,1,1,17
1331,9th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,6
1332,8th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,2
1333,1st Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,6
1334,9th Grade,Female,White,3.67,No,Yes,Specific Learning Disability,English,0,0,0,4
1335,3rd Grade,Male,White,2,Yes,Yes,Speech/Language Impairments,English,0,0,0,12
1336,8th Grade,Male,White,2.33,Yes,Yes,Autism,English,0,0,0,3
1337,5th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,2
1338,3rd Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
1339,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,7
1340,12th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,3
1341,4th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,9
1342,10th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
1343,3rd Grade,Male,Hispanic,2.33,No,No,Not Applicable,Spanish,0,0,0,13
1344,4th Grade,,Hispanic,3,No,No,Not Applicable,English,0,0,0,10
1345,1st Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,44
1346,4th Grade,Female,Black,3,No,No,Not Applicable,English,1,1,1,9
1347,Pre-K,Male,White,3,No,No,Not Applicable,English,0,0,0,2
1348,Kindergarten,Female,Hispanic,3.33,No,No,Not Applicable,English,1,1,1,5
1349,9th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,15
1350,2nd Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,11
1351,4th Grade,Female,Black,2.33,No,Yes,Autism,English,0,0,0,1
1352,6th Grade,Male,Black,3.33,No,No,Not Applicable,Other,0,0,0,17
1353,Pre-K,Male,White,3,Yes,No,Not Applicable,English,0,0,0,10
1354,6th Grade,Male,White,3.33,No,No,Not Applicable,English,,,,2
1355,Kindergarten,Male,Hispanic,2,Yes,No,Not Applicable,English,0,0,1,6
1356,8th Grade,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,33
1357,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,6
1358,Pre-K,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,6
1359,9th Grade,Female,Black,2.33,Yes,No,Not Applicable,Other,4,3,7,8
1360,7th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
1361,Kindergarten,Male,Black,3.67,No,No,Not Applicable,Other,0,0,0,46
1362,2nd Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,3
1363,11th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,0,0,0,1
1364,Kindergarten,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,12
1365,3rd Grade,Male,White,2.67,Yes,Yes,Specific Learning Disability,English,0,0,1,8
1366,4th Grade,Other,White,3.33,No,No,Not Applicable,English,0,0,0,14
1367,11th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
1368,5th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,3
1369,Kindergarten,Female,Asian,3,Yes,No,Not Applicable,English,0,0,0,15
1370,8th Grade,Female,Hispanic,1.33,Yes,No,Not Applicable,English,0,0,0,5
1371,6th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,9
1372,4th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,2,7
1373,4th Grade,,White,3.33,Yes,No,Not Applicable,Other,0,0,0,11
1374,6th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,8
1375,3rd Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,6
1376,7th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,7
1377,9th Grade,Female,White,2,No,Yes,Specific Learning Disability,Spanish,0,0,0,2
1378,6th Grade,Female,White,2.33,No,No,Not Applicable,Other,,,,3
1379,11th Grade,Male,Asian,3,No,No,Not Applicable,English,,,,4
1380,Pre-K,Male,White,3,No,No,Not Applicable,English,1,1,2,3
1381,11th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,4
1382,Kindergarten,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,17
1383,4th Grade,Male,Black,2,Yes,Yes,Specific Learning Disability,English,0,0,0,3
1384,7th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,6
1385,3rd Grade,Male,Hispanic,3,No,No,Not Applicable,English,7,5,5,5
1386,1st Grade,Female,Multi-racial,3,No,No,Not Applicable,English,0,0,0,9
1387,9th Grade,Female,White,2.67,Yes,No,Not Applicable,English,,,,13
1388,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,17
1389,9th Grade,Female,Black,2.33,Yes,No,Not Applicable,Spanish,0,0,0,5
1390,3rd Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,1,20
1391,3rd Grade,Female,Black,2.67,Yes,Yes,Specific Learning Disability,Other,5,4,4,2
1392,7th Grade,Female,White,3,Yes,No,Not Applicable,English,1,1,3,9
1393,7th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
1394,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
1395,7th Grade,Female,White,3.33,Yes,No,Not Applicable,Other,0,0,0,7
1396,Kindergarten,Male,White,2,No,No,Not Applicable,English,0,0,0,6
1397,6th Grade,Male,Asian,3,Yes,No,Not Applicable,English,0,0,0,7
1398,8th Grade,Male,Hispanic,2.67,No,Yes,Speech/Language Impairments,English,0,0,0,7
1399,11th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,8
1400,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,18
1401,4th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,8
1402,Kindergarten,Male,White,2.33,Yes,Yes,Specific Learning Disability,English,0,0,0,1
1403,4th Grade,Male,Asian,2.67,No,No,Not Applicable,English,1,1,1,5
1404,3rd Grade,Female,White,2.33,No,No,Not Applicable,Other,0,0,0,1
1405,12th Grade,Female,White,2.67,Yes,Yes,Autism,English,0,0,0,2
1406,10th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,1,6,7,5
1407,5th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,5
1408,2nd Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,8
1409,1st Grade,Male,Hispanic,3.67,No,Yes,Intellectual Disability,English,0,0,0,3
1410,11th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,12
1411,4th Grade,Female,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,11
1412,7th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,2,5
1413,10th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,8
1414,7th Grade,Female,Hispanic,3.67,Yes,Yes,Autism,English,0,0,0,47
1415,11th Grade,Female,White,3,Yes,No,Not Applicable,Other,0,0,0,15
1416,6th Grade,Male,White,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,11
1417,7th Grade,Female,White,2,Yes,No,Not Applicable,Spanish,0,0,0,13
1418,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
1419,2nd Grade,Male,White,2.33,No,No,Not Applicable,Spanish,0,0,0,7
1420,11th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,18
1421,9th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,14
1422,6th Grade,Male,Black,2.33,Yes,No,Not Applicable,English,0,0,0,5
1423,3rd Grade,Female,Hispanic,2.33,No,Yes,Speech/Language Impairments,English,0,0,0,6
1424,1st Grade,Female,White,3.33,No,Yes,Intellectual Disability,English,0,0,0,8
1425,8th Grade,Male,White,3.67,No,Yes,Specific Learning Disability,English,0,0,0,1
1426,5th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,3
1427,Pre-K,Female,Multi-racial,2.33,No,No,Not Applicable,English,0,0,0,3
1428,3rd Grade,Female,Black,3.33,Yes,No,Not Applicable,Spanish,1,1,1,4
1429,1st Grade,Male,White,3,Yes,No,Not Applicable,English,2,2,1,2
1430,Kindergarten,Female,White,2.67,Yes,Yes,Specific Learning Disability,Spanish,0,0,1,6
1431,3rd Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,4
1432,8th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,5
1433,Pre-K,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,12
1434,7th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,13
1435,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,8
1436,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,2,8
1437,Kindergarten,Male,White,2,Yes,No,Not Applicable,English,0,0,0,3
1438,3rd Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,4
1439,12th Grade,Female,Hispanic,4,Yes,No,Not Applicable,English,0,0,0,6
1440,Pre-K,Male,White,2.33,No,No,Not Applicable,English,0,0,0,2
1441,6th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,15
1442,2nd Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,Other,,,,3
1443,Kindergarten,Female,Asian,3,Yes,No,Not Applicable,English,0,0,0,27
1444,9th Grade,Male,White,2.33,No,Yes,Speech/Language Impairments,Spanish,0,0,0,19
1445,4th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,Spanish,1,1,2,7
1446,6th Grade,Female,Black,3.67,Yes,No,Not Applicable,English,0,0,0,5
1447,Kindergarten,Female,Black,3,No,No,Not Applicable,Other,0,0,0,5
1448,6th Grade,Male,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,17
1449,10th Grade,Male,White,2,Yes,No,Not Applicable,English,,,,11
1450,9th Grade,Male,White,3,No,No,Not Applicable,Other,1,1,5,13
1451,7th Grade,Male,Black,2,No,No,Not Applicable,English,0,0,0,12
1452,5th Grade,Female,White,2.33,No,Yes,Specific Learning Disability,English,0,0,0,6
1453,Kindergarten,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,4
1454,4th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,2,1
1455,11th Grade,Male,Black,3,Yes,Yes,Specific Learning Disability,Other,0,0,0,19
1456,12th Grade,Other,White,3,No,No,Not Applicable,Spanish,0,0,0,2
1457,Kindergarten,Female,White,2,Yes,No,Not Applicable,English,0,0,2,7
1458,12th Grade,Female,White,2,No,No,Not Applicable,Other,0,0,0,8
1459,7th Grade,Female,Black,2.67,No,Yes,Intellectual Disability,English,0,0,0,3
1460,10th Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,4
1461,9th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
1462,2nd Grade,Female,White,2,No,No,Not Applicable,Spanish,0,0,0,5
1463,7th Grade,Male,Black,1.67,Yes,No,Not Applicable,English,0,0,0,4
1464,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,6
1465,10th Grade,Other,Black,2.33,No,No,Not Applicable,English,0,0,0,29
1466,8th Grade,Male,Asian,3.33,Yes,Yes,Specific Learning Disability,Other,0,0,0,3
1467,9th Grade,Female,White,3,Yes,Yes,Specific Learning Disability,English,0,0,2,6
1468,4th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,5
1469,2nd Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,11
1470,11th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,5
1471,1st Grade,Male,White,3,No,No,Not Applicable,Other,2,2,1,17
1472,7th Grade,Female,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,3
1473,3rd Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,7
1474,1st Grade,Female,White,3.67,No,No,Not Applicable,Other,0,0,0,35
1475,1st Grade,Female,Hispanic,2.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,16
1476,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
1477,5th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,5
1478,8th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,8
1479,1st Grade,Female,Asian,4,Yes,No,Not Applicable,Chinese,1,2,1,2
1480,1st Grade,Female,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,12
1481,3rd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
1482,5th Grade,Male,Hispanic,2.33,Yes,Yes,Specific Learning Disability,English,0,0,0,1
1483,11th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
1484,5th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,1,1,9,6
1485,Pre-K,Male,White,3.67,Yes,No,Not Applicable,English,5,4,16,7
1486,11th Grade,Male,Black,2.67,No,No,Not Applicable,Chinese,0,0,0,3
1487,1st Grade,Female,White,3,No,Yes,Other,English,0,0,0,9
1488,1st Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,32
1489,1st Grade,Female,White,2.67,No,Yes,Autism,English,0,0,0,15
1490,11th Grade,Female,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,0,2
